Project Number,Due Date,Start Date,Client Due Date,Address 1,Address 2,City,State,ZIP,Info,Status,Field Status,Client Status,Tasks,Assigned To,Coordinator,Client Code,Reference,Description,Src. Project Provider,Src. Project ID,Src. Project Number,Options
OK423141016,1/17/2018 23:00,,1/17/2018 23:00,1008 W Idylwild Dr,,Oklahoma City,OK,73110,,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""Initial Trashout"",""survey"":""PI10Trashout-v2"",""instructions"":"""",""options"":null}]",Clintg,,,Trash Removal,$250.00 ,,,,
OK46542241,1/17/2018 23:00,,1/17/2018 23:00,1205 W Charleston Street,,Broken Arrow,OK,74011,LB: 6977,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""Initial Interior"",""survey"":null,""instructions"":"""",""options"":null}]",Marcog,,,Initial Interior,180,,,,
OK46542241__1,1/17/2018 23:00,,1/17/2018 23:00,1205 W Charleston Street,,Broken Arrow,OK,74011,LB: 6977,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""Special Start Up Package"",""survey"":null,""instructions"":"""",""options"":null}]",Marcog,,,Special Start Up Package,75,,,,
OK46542241__4,1/17/2018 23:00,,1/17/2018 23:00,1205 W Charleston Street,,Broken Arrow,OK,74011,LB: 6977,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""Exterior Window Package"",""survey"":null,""instructions"":"""",""options"":null}]",Marcog,,,Exterior Window Package,75,,,,
OK011218-25,1/18/2018 0:00,,1/18/2018 0:00,5720 IRVINE DR,,EDMOND,OK,73025,confirmation,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",gustavocamacho,,,(Ongoing Ext) Periodic Lawn,$40.00 ,,,,
OK011218-4,1/18/2018 0:00,,1/18/2018 0:00,2602 SW H AVE,,LAWTON,OK,73505,LB: 8845,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Clintg,,,(Ongoing Ext) Periodic Lawn,$42.00 ,,,,
OK011218-43,1/18/2018 0:00,,1/18/2018 0:00,36 N VICTOR AVE,,TULSA,OK,74110,confirmation,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",marcog,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
OK011218-70,1/18/2018 0:00,1/17/2018 0:00,1/18/2018 0:00,1414 Chickasaw Pl.,,Ada,OK,74820,LB: 4083,Invoiced,,Fannie Mae,"[{""serviceName"":""Invoice And Complete Field Services Order"",""survey"":"""",""instructions"":"""",""options"":null}]",gssbackup1,,,Invoice And Complete Field Services Order,240,,,,
OK011218-82,1/18/2018 0:00,,1/18/2018 0:00,4800 CASPER,,OKLAHOMA CITY,OK,73110,LB: 0949,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Int_ Periodic Clean"",""survey"":null,""instructions"":null,""options"":null}]",gustavocamacho,,,(Ongoing Int) Periodic Clean,$30.00 ,,,,
OK011218-83,1/18/2018 0:00,,1/18/2018 0:00,13305 AMBLESIDE DR,,YUKON,OK,73099,LB: 8416,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Int_ Periodic Clean"",""survey"":null,""instructions"":null,""options"":null}]",gustavocamacho,,,(Ongoing Int) Periodic Clean,$30.00 ,,,,
TX011218-10,1/18/2018 0:00,,1/18/2018 0:00,9813 County Rd 2440,,Royse City,TX,75189,LB: 7041,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Int_ Periodic Clean"",""survey"":null,""instructions"":null,""options"":null}]",Filemonv,,,(Ongoing Int) Periodic Clean,$30.00 ,,,,
TX011218-134,1/18/2018 0:00,,1/18/2018 0:00,1292 N FM 2869,,Winnsboro,TX,75494,LB: 3746,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Int_ Periodic Clean"",""survey"":"""",""instructions"":""Please clean the bathroom sink and also install a outlet cover where missing"",""options"":null}]",Jenniferh,,,(Ongoing Int) Periodic Clean,$30.00 ,,,,
TX011218-163,1/18/2018 0:00,,1/18/2018 0:00,7381 FM 2692,,Gordon,TX,76453,LB: 1826,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Int_ Periodic Clean"",""survey"":null,""instructions"":null,""options"":null}]",MarkMoeller,,,(Ongoing Int) Periodic Clean,$30.00 ,,,,
TX011218-19,1/18/2018 0:00,,1/18/2018 0:00,1415 Cardinal Ln,,Burkburnett,TX,76354,LB: 3131,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Clintg,,,(Ongoing Ext) Periodic Lawn,$42.00 ,,,,
TX011218-20,1/18/2018 0:00,,1/18/2018 0:00,509 S Wall St,,Iowa Park,TX,76367,LB: 6740,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Clintg,,,(Ongoing Ext) Periodic Lawn,$42.00 ,,,,
TX011218-24,1/18/2018 0:00,,1/18/2018 0:00,14 Carnes Rd,,Burkburnett,TX,76354,LB: 3072,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Clintg,,,(Ongoing Ext) Periodic Lawn,$42.00 ,,,,
TX011218-44,1/18/2018 0:00,,1/18/2018 0:00,15335 FM 90,,Mabank,TX,75147,LB: 4746,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Filemonv,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX011218-45,1/18/2018 0:00,,1/18/2018 0:00,813 Mallard St,,Euless,TX,76039,LB: 1363,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Filemonv,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX011218-62,1/18/2018 0:00,,1/18/2018 0:00,19 Pine Burr Cir,,Marshall,TX,75672,LB: 2550,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Int_ Periodic Clean"",""survey"":null,""instructions"":null,""options"":null}]",Garycarter,,,(Ongoing Int) Periodic Clean,$30.00 ,,,,
163925,1/18/2018 23:00,1/15/2018 0:00,1/18/2018 23:00,1625 Wicklow Lane,,Keller,TX,76262,Lockbox code is 2817,Invoiced,Complete,Rob Mauga,"[{""serviceName"":""Winterization"",""survey"":null,""instructions"":""Perform a complete winterization."",""options"":null}]",MarkMoeller,,,Winterization,100,,,,
OK461092738,1/18/2018 23:00,,1/18/2018 23:00,14318 W Whitley Rd,,Tahlequah,OK,74464,,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""Removing Fallen Tree"",""survey"":null,""instructions"":"""",""options"":null}]",jeremyjennings,,,Removing Fallen Tree,300,,,,
TX36154052,1/18/2018 23:00,,1/18/2018 23:00,275 Ridgeview Dr,,Sherman,TX,75090,LB: 0858,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""De-Winterization"",""survey"":null,""instructions"":"""",""options"":null}]",Marcuspotter,,,De-Winterization,50,,,,
OK011218-26,1/19/2018 0:00,,1/19/2018 0:00,11129 SW 4TH ST,,MUSTANG,OK,73064,LB: 5179,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",gustavocamacho,,,(Ongoing Ext) Periodic Lawn,$40.00 ,,,,
OK011218-44,1/19/2018 0:00,,1/19/2018 0:00,7207 S SYCAMORE PL,,BROKEN ARROW,OK,74011,LB: 2027,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",marcog,,,(Ongoing Ext) Periodic Lawn,$42.00 ,,,,
OK011218-45,1/19/2018 0:00,,1/19/2018 0:00,5903 W. 62ND ST.,,Tulsa,OK,74131,LB: 5009,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Marcog,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
OK011218-46,1/19/2018 0:00,,1/19/2018 0:00,10759E 30TH ST,,TULSA,OK,74129,LB: 6731,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Marcog,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
OK011218-47,1/19/2018 0:00,,1/19/2018 0:00,3511 W 41ST,,TULSA,OK,74107,LB: 1854,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",marcog,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
OK011218-47__1,1/19/2018 0:00,,1/19/2018 0:00,3511 W 41ST,,TULSA,OK,74107,LB: 1854,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""Window Reglaze"",""survey"":null,""instructions"":"""",""options"":null}]",marcog,,,Window Reglaze,,,,,
OK011218-48,1/19/2018 0:00,,1/19/2018 0:00,3906 S Nassau Ave,,Sand Springs,OK,74063,confirmation,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",marcog,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
OK011218-60,1/19/2018 0:00,,1/19/2018 0:00,11668 S 252nd W Ave,,Sapulpa,OK,74066,LB: 5854,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Michaelz,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
OK011218-7,1/19/2018 0:00,,1/19/2018 0:00,6820 NW FAIRCLOUD DR,,LAWTON,OK,73505,LB: 6147,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Clintg,,,(Ongoing Ext) Periodic Lawn,$42.00 ,,,,
OK011218-8__1,1/19/2018 0:00,,1/19/2018 0:00,2500 Cedar Park Dr,,Oklahoma City,OK,73120,LB: 0547,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""Re-Winterization"",""survey"":null,""instructions"":"""",""options"":null}]",Clintg,,,Re-Winterization,100,,,,
TX011218-128,1/19/2018 0:00,,1/19/2018 0:00,620 Layton St,,Kilgore,TX,75662,LB: 5590,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":"""",""instructions"":""please rake up the leaves along the garage area"",""options"":null}]",Jenniferh,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX011218-129,1/19/2018 0:00,,1/19/2018 0:00,3107 Boettcher Dr,,Kilgore,TX,75662,LB: 6924,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Jenniferh,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX011218-130,1/19/2018 0:00,1/17/2018 0:00,1/19/2018 0:00,306 Peach St,,Winnsboro,TX,75494,LB: 5290,Invoiced,,Fannie Mae,"[{""serviceName"":""Invoice And Complete Field Services Order"",""survey"":null,""instructions"":"""",""options"":null}]",gssbackup1,,,Invoice And Complete Field Services Order,240,,,,
TX011218-131,1/19/2018 0:00,,1/19/2018 0:00,647 County Rd 1987,,Yantis,TX,75497,LB: 3757,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Jenniferh,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX011218-154,1/19/2018 0:00,,1/19/2018 0:00,503 E Fowler St,,Savoy,TX,75479,LB: 0207,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Marcuspotter,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX011218-155,1/19/2018 0:00,,1/19/2018 0:00,811 Elm Street,,Sherman,TX,75090,LB: 3646,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Marcuspotter,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX011218-176,1/19/2018 0:00,1/29/2018 0:00,1/19/2018 0:00,4822 36TH ST,,Lubbock,TX,79414,LB: 0439,Invoiced,,Fannie Mae,"[{""serviceName"":""Invoice And Complete Field Services Order"",""survey"":null,""instructions"":"""",""options"":null}]",gssbackup1,,,Invoice And Complete Field Services Order,240,,,,
TX011218-177,1/19/2018 0:00,,1/19/2018 0:00,220 N 6th St,,Slaton,TX,79364,LB: 8952,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",rickieortiz,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX011218-177__1,1/19/2018 0:00,,1/19/2018 0:00,220 N 6th St,,Slaton,TX,79364,LB: 8952,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""Re-Winterization"",""survey"":null,""instructions"":"""",""options"":null}]",rickieortiz,,,Re-Winterization,50,,,,
TX011218-178,1/19/2018 0:00,,1/19/2018 0:00,2221 Hamilton St,,Pampa,TX,79065,LB: 4284,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",rickieortiz,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX011218-22,1/19/2018 0:00,,1/19/2018 0:00,5226 Catskills Dr,,Wichita Falls,TX,76310,LB: 9064,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":"""",""instructions"":""Please sweep the kitchen and install new batteries in the smoke detectors while you are here for the lawn. These items were marked on the Fannie Mae inspection as deficient"",""options"":null}]",Clintg,,,(Ongoing Ext) Periodic Lawn,$42.00 ,,,,
TX011218-32,1/19/2018 0:00,,1/19/2018 0:00,506 Maple St,,Aubrey,TX,76227,LB: 6024,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",DianeJackson,,,(Ongoing Ext) Periodic Lawn,$40.00 ,,,,
TX011218-47,1/19/2018 0:00,,1/19/2018 0:00,2660 Windswept Ln,,Mesquite,TX,75181,LB: 0679,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Filemonv,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX011218-48,1/19/2018 0:00,,1/19/2018 0:00,4480 Junction Dr,,Plano,TX,75093,LB: 0422,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Filemonv,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX011218-49,1/19/2018 0:00,,1/19/2018 0:00,9813 County Rd 2440,,Royse City,TX,75189,LB: 7041,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Filemonv,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX011218-5,1/19/2018 0:00,,1/19/2018 0:00,12 Bowie Ct,,Merkel,TX,79536,LB: 5094,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Rubenanahimartinez,,,(Ongoing Ext) Periodic Lawn,$40.00 ,,,,
TX011218-50,1/19/2018 0:00,,1/19/2018 0:00,1088 Havenbrook,,Wills Point,TX,75169,LB: 6091,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Filemonv,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX011218-51,1/19/2018 0:00,,1/19/2018 0:00,321 Winding Shore Dr,,Tool,TX,75143,LB: 3897 | Gate: 2020,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Filemonv,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX011218-52,1/19/2018 0:00,,1/19/2018 0:00,5626 McCommas Boulevard,,Dallas,TX,75206,LB: 9249,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Filemonv,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX011218-60,1/19/2018 0:00,,1/19/2018 0:00,205 Furrh St,,Marshall,TX,75672,LB: 8637,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Garycarter,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
163925__1,1/19/2018 23:00,1/15/2018 0:00,1/19/2018 23:00,1625 Wicklow Lane,,Keller,TX,76262,Lockbox code is 2817,Invoiced,Complete,Rob Mauga,"[{""serviceName"":""Pool Winterization"",""survey"":"""",""instructions"":""Install a workman's faucet"",""options"":null}]",MarkMoeller,,,Pool Winterization,150,,,,
GSS1::1000,1/19/2018 23:00,,1/19/2018 23:00,2504-2520 K Ave,,Plano,Texas,75074,LB: 0000 ,Invoiced,Complete,City of Plano,"[{""serviceName"":""Trash Removal_Light to Medium"",""survey"":"""",""instructions"":"""",""options"":null}]",wemowdallas,,GSS1,Trash Removal:Light to Medium,7.5,,1000,,
OK12090419,1/19/2018 23:00,,1/19/2018 23:00,6129 S Zunis Ave,,Tulsa,OK,74136,LB: 9305,Invoiced,Viewed,Fannie Mae,"[{""serviceName"":""Initial Interior"",""survey"":null,""instructions"":"""",""options"":null}]",Marcog,,,Initial Interior,180,,,,
OK12090419__1,1/19/2018 23:00,,1/19/2018 23:00,6129 S Zunis Ave,,Tulsa,OK,74136,LB: 9305,Invoiced,Viewed,Fannie Mae,"[{""serviceName"":""Special Start Up Package"",""survey"":null,""instructions"":"""",""options"":null}]",Marcog,,,Special Start Up Package,75,,,,
OK12090419__4,1/19/2018 23:00,,1/19/2018 23:00,6129 S Zunis Ave,,Tulsa,OK,74136,LB: 9305,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""Exterior Window Package"",""survey"":null,""instructions"":"""",""options"":null}]",Marcog,,,Exterior Window Package,75,,,,
OK1354091704__4,1/19/2018 23:00,,1/19/2018 23:00,530 E Pine Pl,,Tulsa,OK,74106,LB: 9114,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""Exterior Window Package"",""survey"":null,""instructions"":"""",""options"":null}]",bradlitke,,,Exterior Window Package,75,,,,
OK456090320,1/19/2018 23:00,,1/19/2018 23:00,6129 S Zunis Ave,,Tulsa,OK,74136,,Invoiced,Viewed,Fannie Mae,"[{""serviceName"":""Initial Trashout"",""survey"":""PI10Trashout-v2"",""instructions"":"""",""options"":null}]",Marcog,,,Trash Removal,,,,,
PS18-00646,1/19/2018 23:00,,1/19/2018 23:00,901 W Parker Road,,Plano,TX,75023,,Invoiced,Complete,City of Plano,"[{""serviceName"":""COP_ Trash removal"",""survey"":null,""instructions"":""Remove 1 CY of debris - Remove all trash from behind the building including the litter like trash along the screening wall."",""options"":null}]",wemowdallas,,,COP: Trash removal,30,,,,
OK010518-94,1/20/2018 0:00,1/19/2018 0:00,1/20/2018 0:00,509 E Seneca,,Mcalester,OK,74501,LB: 3652,Invoiced,Viewed,Fannie Mae,"[{""serviceName"":""Invoice And Complete Field Services Order"",""survey"":null,""instructions"":"""",""options"":null}]",gssbackup1,,,Invoice And Complete Field Services Order,240,,,,
OK011218-13,1/20/2018 0:00,,1/20/2018 0:00,2723 N Old Hwy 81,,Chickasha,OK,73018,LB: 6871,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Clintg,,,(Ongoing Ext) Periodic Lawn,$42.00 ,,,,
OK011218-17,1/20/2018 0:00,,1/20/2018 0:00,RR 1 BOX 203,,RANDLETT,OK,73562,LB: 5536,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Clintg,,,(Ongoing Ext) Periodic Lawn,$42.00 ,,,,
OK011218-27,1/20/2018 0:00,,1/20/2018 0:00,2117 W ROCKYPOINT DR,,EDMOND,OK,73003,LB: 9710,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",gustavocamacho,,,(Ongoing Ext) Periodic Lawn,$40.00 ,,,,
OK011218-28,1/20/2018 0:00,,1/20/2018 0:00,4600 VISTA DR,,NORMAN,OK,73071,LB: 1097,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",gustavocamacho,,,(Ongoing Ext) Periodic Lawn,$40.00 ,,,,
OK011218-49,1/20/2018 0:00,,1/20/2018 0:00,1205 W CHARLESTON STREET,,Broken Arrow,OK,74011,LB: 6977,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Marcog,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
OK011218-50,1/20/2018 0:00,,1/20/2018 0:00,108 W MONTEREY AVE,,SAPULPA,OK,74066,LB 7954,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Marcog,,,(Ongoing Ext) Periodic Lawn,$40.00 ,,,,
OK011218-51,1/20/2018 0:00,,1/20/2018 0:00,530 E Pine Pl,,Tulsa,OK,74106,Confirmation,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Marcog,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
OK011218-52,1/20/2018 0:00,,1/20/2018 0:00,6207 EAST 78TH PLACE SOUTH,,TULSA,OK,74136,LB: 9484,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",marcog,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
OK011218-53,1/20/2018 0:00,,1/20/2018 0:00,2212 E 30TH ST,,TULSA,OK,74110,LB: 7861,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",marcog,,,(Ongoing Ext) Periodic Lawn,$40.00 ,,,,
OK011218-56,1/20/2018 0:00,,1/20/2018 0:00,6129 S ZUNIS AVE,,TULSA,OK,74136,LB: 9305,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",marcog,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
OK011218-63,1/20/2018 0:00,,1/20/2018 0:00,603 N Washington Ave,,Elk City,OK,73644,LB: 5727,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",royherndon,,,(Ongoing Ext) Periodic Lawn,$42.00 ,,,,
OK011218-65,1/20/2018 0:00,1/22/2018 0:00,1/20/2018 0:00,2900 Logan Rd,,Weatherford,OK,73096,LB: 1422,Invoiced,,Fannie Mae,"[{""serviceName"":""Invoice And Complete Field Services Order"",""survey"":null,""instructions"":"""",""options"":null}]",gssbackup1,,,Invoice And Complete Field Services Order,240,,,,
OK011918-41,1/20/2018 0:00,1/23/2018 0:00,1/20/2018 0:00,10759E 30TH ST,,TULSA,OK,74129,LB: 6731,Invoiced,,Fannie Mae,"[{""serviceName"":""Invoice And Complete Field Services Order"",""survey"":null,""instructions"":"""",""options"":null}]",gssbackup1,,,Invoice And Complete Field Services Order,240,,,,
OK011918-94,1/20/2018 0:00,1/19/2018 0:00,1/20/2018 0:00,2103 S MISSOURI PL,,CLAREMORE,OK,74019,LB: 5421,Invoiced,,Fannie Mae,"[{""serviceName"":""Invoice And Complete Field Services Order"",""survey"":null,""instructions"":"""",""options"":null}]",gssbackup1,,,Invoice And Complete Field Services Order,240,,,,
